ProgrammingLanguageName   RepoDescription SourceDescription   PairID
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-137    Stavlja vezu izmedju tacka Pocetak i Kraj i vraca stavljene veze.\n Dodaje nove veze samo na onim mestima\n na kojima one ne postoje eventualne veze koje postoje izmedju Pocetak i Kraj\n se preskacu . Na taj nacin, broj stavljenih veza moze da bude nula ako\n izmedju Pocetak i Kraj vec postoji veza , jedan ako ne postoje ni veza ni\n cvor , ili vise od jedan ako postoji jedan ili vise cvorova, ili ako na\n nekim delovima izmedju Pocetak i Kraj postoje veze a na nekim ne .
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-138    Vraca sve cvorove izmedju cvorova poc i kraj ukljucujuci poc i kraj
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-139    brise selektovane elemente
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-140    rotira selektovane elemente
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-141    vraca cvor u blizini tacke x, y ako ne postoji, vraca null
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-142    vraca vezu u blizini tacke x, y ako postoji , inace vraca null \n pri trazenju se ne uzimaju u obzir krajevi veze cvorovi
C# https://github.com/stankela/Editor  https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs mkovacevic-comment-143    metod koji pretvara segment2 u segment1, i kreira novi segment2 duzine nula na\n kraju novog segment1 sto je odredjeno parametrom kraj
C# https://github.com/Jeruje/CS-zadaci  https://github.com/Jeruje/CS-zadaci/blob/d05424a946b70c83579fce6f0c91f9aa0eb00c78/TrainGame/TrainGame/Form1.cs mkovacevic-comment-144    Metoda koja proverava da li se tacka C nalazi da duzi AB
C# https://github.com/Jeruje/CS-zadaci  https://github.com/Jeruje/CS-zadaci/blob/d05424a946b70c83579fce6f0c91f9aa0eb00c78/TrainGame/TrainGame/Form1.cs mkovacevic-comment-145    Metoda koja da li se vatra nalazi na vozu
C# https://github.com/majak96/hci-mapa-manifestacija  https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs mkovacevic-comment-146    KONSTRUKTOR KOJI SE KORISTI KAD SE KREIRA TIP MANIFESTACIJE IZ GLAVNOG PROZORA
C# https://github.com/majak96/hci-mapa-manifestacija  https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs mkovacevic-comment-147    KONSTRUKTOR KOJI SE KORISTI KOD IZMENE TIPA MANIFESTACIJE
C# https://github.com/majak96/hci-mapa-manifestacija  https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs mkovacevic-comment-148    DODAVANJE SLIKE TIPA MANIFESTACIJE
C# https://github.com/majak96/hci-mapa-manifestacija  https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs mkovacevic-comment-149    POTVRDA I DODAVANJE IZMENA TIPA MANIFESTACIJE
C# https://github.com/MatfRS2/Vezbe-2020-2021  https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs mkovacevic-comment-150    Genericka klasa. T moze biti zamenjeno sa bilo kojim tipom. \n Moguce je navesti i vise tipova\n npr. public class Podaci T1, T2, T3
C# https://github.com/MatfRS2/Vezbe-2020-2021  https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs mkovacevic-comment-151    prosiruju funkcionalost postojecih klasa dodavanjem novih metoda\n korisno za koriscenje kod vec postojecih .NET Core Framework klasa\n mora static
C# https://github.com/MatfRS2/Vezbe-2020-2021  https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs mkovacevic-comment-152    Opcioni parametar mora na kraju
C# https://github.com/matf-pp/2020_Manhattan_project  https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Form1.cs mkovacevic-comment-153    ovde sam dodao parametar i graf sam po sebi kako bih mogao da manipulisem s grafovima manuelno pesaci vozila taksi
C# https://github.com/matf-pp/2020_Manhattan_project  https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Graph.cs mkovacevic-comment-154    Ovde sam modifikovao da dobijem i duzinu, zato imam tuple povratnu vrendost\n\n LUKA umesto da vraca tuple GmapRoute,double vracace List GmapMarker ,double listu markera sadrzanih u optimalnom putu\n ..treba mi zbog ispisivanja imena znamenitosti iznad markera ToolTextTip .
C# https://github.com/VladimirJovicic/racunarskaGrafikaFTN  https://github.com/VladimirJovicic/racunarskaGrafikaFTN/blob/c6c893f84522ebcc80478ed100ebf3ef6b71182a/AssimpSample/World.cs mkovacevic-comment-155    summary \n Iscrtavanje OpenGL kontrole.\n summary
C# https://github.com/VladimirJovicic/racunarskaGrafikaFTN  https://github.com/VladimirJovicic/racunarskaGrafikaFTN/blob/c6c893f84522ebcc80478ed100ebf3ef6b71182a/AssimpSample/World.cs mkovacevic-comment-156    summary \n Implementacija IDisposable interfejsa.\n summary
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-157    \n Klasa MyPalet \n Ima 5 atributa \n int x x pozicija\n int y y pozicija\n int w sirinu\n int h visinu\n Color myColor boju\n i konstruktor sa parametrima za sve atribute.\n \n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-158    \n Funkcija InsidePalet \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar PaletColor i ako se nalazi vraca ture,\n inace false.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-159    \n Funkcija UnutarDugmeta \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar Dugme i ako se nalazi vraca ture,\n inace false.\n \n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-160    \n Funkcija NacrtajDugme \n Ima 2 parametra \n bool neselektovano true ako je dugme neselektovano ako je selektovano false\n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme i nema povratnu vrednosts.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-161    \n Funkcija incVrednost \n Ako atribut vrednost ima vrednost manju od 40 povecavamo ga za 4.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-162    \n Funkcija decVrednost \n Ako atribut vrednost ima vrednost vecu od 4 smanjimo ga za 4.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-163    \n Funkcija UnutarDugmeta \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Graphics g Graphics kojom crtamo dugme\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar Dugme i ako se nalazi i ako je\n pogodjeno manje poziva funkciju decVrednost, ako je pogodjeno vece poziva funkciju incVrednost\n pa onde crta dugme i vraca int vrednost.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-164    \n Funkcija NacrtajDugme \n Ima 1 parametra \n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme neselektovano i nema povratnu vrednosts.\n
C# https://github.com/ljsimin/gimii  https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs mkovacevic-comment-165    \n Funkcija NacrtajSelektovanoVeceDugme \n Ima 1 parametra \n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme ali selektovano veve dugme i nema povratnu vrednosts.\n
C# https://github.com/ffaletar/RentACar  https://github.com/ffaletar/RentACar/blob/05efca3cb4da5c71ff12dec275d020c31f185cad/Projekt/Projekt%20RentACar%20v2/RentACar.BL/Korisnik.cs mkovacevic-comment-166    summary \n Metoda koja traži dohvaćanje podataka od metode upisiNovogKorisnika iz DAL sloja\n summary
C# https://github.com/ffaletar/RentACar  https://github.com/ffaletar/RentACar/blob/05efca3cb4da5c71ff12dec275d020c31f185cad/Projekt/Projekt%20RentACar%20v2/RentACar.BL/Rezervacija.cs mkovacevic-comment-167    summary \n Metoda koja traži dohvaćanje podataka od metode DohvatiMojeRezervacije iz DAL sloja\n summary \n param name id param \n returns returns \n
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-168    Repozitorij klasa koja služi kao posrednik između baze podataka i ostatka aplikacije
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-169    Metoda koja vraća listu dronova koji su spremljeni u bazi
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-170    Metoda koja ažurira korisnikovu statistiku u skladu s novim letom
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-171    Metoda koja vraća korisnikove spremljene letove
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-172    Metoda koja mijenja korisnikov izbor za pokazivanje leta ostalim korisnicima
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs mkovacevic-comment-173    Metoda koja dohvaca podatke o dronu na temelju imena drona
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs mkovacevic-comment-174    Repozitorij klasa za manipuliranje bazom podataka korisnickih racuna
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs mkovacevic-comment-175    Metoda za pronalazak korisnika medu registriranim
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs mkovacevic-comment-176    Metoda za registriranje korisnickog racuna u bazu
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/LiftOffDatabaseInitialization.cs mkovacevic-comment-177    Klasa zadužena za početnu inicijalizaciju baze podataka
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/LiftOffContext.cs mkovacevic-comment-178    Klasa zadužena za direktnu komunikaciju s bazom podataka
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/App_Start/SimpleAuthorizationServerProvider.cs mkovacevic-comment-179    logiranje korisnika, odnosno nabavljanje tokena
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/App_Start/WebApiConfig.cs mkovacevic-comment-180    Konfiguracija http ruta
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs mkovacevic-comment-181    Controller zadužen za funkcionalnosti vezane specifično uz korisnikov račun
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs mkovacevic-comment-182    Ruta koja korisniku vraća njegove trenutne statistike
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs mkovacevic-comment-183    Slijepa ruta za provjeravanje validnosti tokena
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AlexaController.cs mkovacevic-comment-184    Ruta za pribavljanje FlySafe procjene metodom i u formatu prikladan Alexi
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AlexaController.cs mkovacevic-comment-185    Controller za funkcionalnosti Amazon Alexae, jos u procesu prosiravanja
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/FlySafeController.cs mkovacevic-comment-186    Ruta koja dohvaca FlySafe rating za vrijeme i lokaciju bez odredenog drona
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/SmartwatchController.cs mkovacevic-comment-187    Ruta za dohvacanje potrebnih podataka o mobilnom uredaju za spajanje na smartwatchu
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/SpotfinderController.cs mkovacevic-comment-188    Controller zaduzen za spotfinder funkcionalnost
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Logic/Alexa/Alexa.cs mkovacevic-comment-189    Klasa za procese usko vezane uz Alexu
C# https://github.com/RokoRad/LiftOff  https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Logic/Statistics/StatisticsCalculator.cs mkovacevic-comment-190    Funkcija koja vraća korisnikovo najdraže vrijeme doba dana iz enumeracije TimeOfDay leta
C# https://github.com/DjordjeCvijic/OposZadaci2020  https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs mkovacevic-comment-191    summary \n Metoda kojom se pokrece rasporedjivanje\n summary
C# https://github.com/DjordjeCvijic/OposZadaci2020  https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs mkovacevic-comment-192    summary \n Metoda kojom se vrsi postavljanje resursa i potrebnih parametara za izvrsavanje zadatka na nekoj niti.\n summary \n param name thread param \n param name resursStatus param \n param name taskStatus param \n param name task param
C# https://github.com/DjordjeCvijic/OposZadaci2020  https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs mkovacevic-comment-193    summary \n Metoda koja provjerava da li su sve niti u threadPool u pokrenute.\n summary
C# https://github.com/DjordjeCvijic/OposZadaci2020  https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs mkovacevic-comment-194    summary \n Metoda koja provjerava da li su sve niti u threadPool u pokrenute.\n summary \n
C# https://github.com/moma92/ZavrsniProjekatSaloni  https://github.com/moma92/ZavrsniProjekatSaloni/blob/408429981ffa3c3926d995694b269c5291e2dc02/ZavrsniProjekatSaloni/Controllers/CategoriesController.cs mkovacevic-comment-195    summary \n Metoda koja brise selektovanu kategoriju iz baze podataka i redirektuje nas na pogled sa listom kategorija.\n summary \n param name id param \n returns returns
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs mkovacevic-comment-196    summary \n Metoda koja služi za učitavanje podataka iz datoteke osoba\n summary \n param name args param
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs mkovacevic-comment-197    summary \n Metoda koja služi za dohvat putanje datoteke osoba\n summary \n param name args param \n returns Vraća putanju returns
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs mkovacevic-comment-198    summary \n Metoda koja služi za dohvaćanje ispravno unesenih osoba, redaka\n summary \n param name nizRedaka param \n param name splitter param \n returns Vraća listu ispravnih podataka returns
C# https://github.com/mmacinkov/Design-patterns  https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/LokacijeTXT.cs mkovacevic-comment-199    summary \n Metoda koja služi za učitavanje podataka iz datoteke lokacija\n summary \n param name args param
C# https://github.com/foivz/RepositoryTeam25  https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop/DesingPi/frmPrijava.xaml.cs mkovacevic-comment-201    summary \n Metoda koja čini unesenu lozinku čitljivim nizom znakova\n summary \n param name sender param \n param name e param
C# https://github.com/foivz/RepositoryTeam25  https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs mkovacevic-comment-202    summary \n Metoda za filtiranje registracija. U sljedećem tjednu, mjesecu \n summary \n param name podatak param \n returns Listu vozila returns
C# https://github.com/foivz/RepositoryTeam25  https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs mkovacevic-comment-203    summary \n Metoda za filtiranje godišnjih odmora prema odabranom datumu sa kalendara.\n summary \n param name datum daum po kojem se filtira param \n returns Listu godišnjih odmora na zadani datum returns
C# https://github.com/foivz/RepositoryTeam25  https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs mkovacevic-comment-204    summary \n Metoda koja ispisuje zaposlenike koji nisu na godišnjem odmoru i vozače koji nisu na\n putnom radnom listu. Metoda radi na isti princip kao i za slobodna vozila.\n summary \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs mkovacevic-comment-205    summary \n Klasa koja sadrži metode za enkripciju i dekriptiranje sadržaja pomoću DES algoritma\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs mkovacevic-comment-206    summary \n Metoda koja enkriptira sadržaj na temelju ključa i inicijalizacijskoga vektora\n summary \n param name dataToEncrypt param \n returns returns \n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs mkovacevic-comment-207    summary \n Metoda koja dekriptira sadržaj na temelju ključa i inicijalizacijskoga vektora\n summary \n param name dataToDecrypt param \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs mkovacevic-comment-208    summary \n Override metoda koja generira pripadajući ključ i inicjalizacijski vektor odgovarajuće veličine\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Enkripcija.cs mkovacevic-comment-210    summary \n Generira se nasumični broj koji je jedinstven važno u generiranju inicjalizacijskih vektora i ključeva enkripcije \n summary \n param name length param \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Enkripcija.cs mkovacevic-comment-211    summary \n Generiranje javnoga i privatnoga ključa za rsa enkripciju\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaDekriptiranaPoruka.cs mkovacevic-comment-212    summary \n Metoda koja dohvaća privatni ključ iz baze podataka na temelju prijavljenoga korisnika\n summary \n param name username param \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs mkovacevic-comment-213    summary \n Metoda koja ispisuje odgovarajuću poruku kada se datoteka šalje na dropbox server\n summary \n param name status param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs mkovacevic-comment-214    summary \n Metoda koja ispisuje odgovarajuću poruku kada se datoteka preuzima ili briše sa dropbox servera\n summary \n param name status param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs mkovacevic-comment-215    summary \n Metoda koja dohvaća korisnike aplikacije kako bi im se mogla poslati datoteka\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs mkovacevic-comment-216    summary \n Event handler koji se aktivira kada se promijeni tab na formi, tj aktivira se tab za pregled datoteka\n summary \n param name sender param \n param name e param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/LokalnaEnkripcija.cs mkovacevic-comment-217    summary \n Event handler koji se aktivira prilikom promjene algoritma enkripcije mijenja labele na formi i čisti kontrole\n summary \n param name sender param \n param name e param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs mkovacevic-comment-218    summary \n Klasa koja prefstavlja TCP klijenta sadrži metode za slanje podataka prema serveru i primanje podataka sa servera\n summary \n
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs mkovacevic-comment-219    summary \n Metoda koja šalje serveru objekt taj objekt serijalizira u json te ga zapisuje na stream sa kojega server\n može pročitati podatke.\n summary \n param name objekt param \n param name tipPoruke param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs mkovacevic-comment-220    summary \n Metoda koja prima json od servera u chunkovima te konsturira kompletnu poruku sve dok su podaci na streamu dohvatljivi.\n Deserijalizira json u odgovarajući podatkovni objekt.\n summary \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs mkovacevic-comment-221    summary \n Metoda koja zatvara otvoreni socket između klijenta i servera\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Datoteka.cs mkovacevic-comment-222    summary \n Metoda koja računa veličinu datoteke iz bajtova\n summary \n param name len param
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs mkovacevic-comment-223    summary \n Klasa koja sadrži metode za enkripciju i dekriptiranje sadržaja pomoću AES algoritma\n summary
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs mkovacevic-comment-224    summary \n Metoda koja enkriptira sadržaj na temelju ključa i inicijalizacijskoga vekrota\n summary \n param name dataToEncrypt param \n returns returns
C# https://github.com/foivz/r16003  https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs mkovacevic-comemnt-225    summary \n Metoda koja dekriptira sadržaj na temelju ključa i inicijalizacijskoga vekrota\n summary \n param name data param \n returns returns
C# https://github.com/limpskinz/RPPP  https://github.com/limpskinz/RPPP/blob/e63f1cabb8b99646b69c45dedb10be911e50f4fe/KoronavirusMvc/Controllers/OsobaController.cs mkovacevic-comment-226    summary \n Metoda koja stvara novu osobu u bazi podataka\n summary \n param name osoba Model osobe sa svim atributima iz tablice osoba param \n returns returns
