ProgrammingLanguageName	CommentText	PairID	RepoDescription	SourceDescription
C#	pravi cvor na mestu ukrstanja dve veze, i vraca ga kao rezultat \n od dve veze pravi cetiri	mkovacevic-comment-136.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	Stavlja vezu izmedju tacka Pocetak i Kraj i vraca stavljene veze.\n Dodaje nove veze samo na onim mestima\n na kojima one ne postoje eventualne veze koje postoje izmedju Pocetak i Kraj\n se preskacu . Na taj nacin, broj stavljenih veza moze da bude nula ako\n izmedju Pocetak i Kraj vec postoji veza , jedan ako ne postoje ni veza ni\n cvor , ili vise od jedan ako postoji jedan ili vise cvorova, ili ako na\n nekim delovima izmedju Pocetak i Kraj postoje veze a na nekim ne .	mkovacevic-comment-137.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	Vraca sve cvorove izmedju cvorova poc i kraj ukljucujuci poc i kraj	mkovacevic-comment-138.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	brise selektovane elemente	mkovacevic-comment-139.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	rotira selektovane elemente	mkovacevic-comment-140.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	vraca cvor u blizini tacke x, y ako ne postoji, vraca null	mkovacevic-comment-141.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	vraca vezu u blizini tacke x, y ako postoji , inace vraca null \n pri trazenju se ne uzimaju u obzir krajevi veze cvorovi	mkovacevic-comment-142.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	metod koji pretvara segment2 u segment1, i kreira novi segment2 duzine nula na\n kraju novog segment1 sto je odredjeno parametrom kraj	mkovacevic-comment-143.txt	stankela/Editor	https://github.com/stankela/Editor/blob/05ec1fc9b9b08494ce4f0a80bdb6e656d2a4b644/Editor/Sema.cs
C#	Metoda koja proverava da li se tacka C nalazi da duzi AB	mkovacevic-comment-144.txt	Jeruje/CS-zadaci	https://github.com/Jeruje/CS-zadaci/blob/d05424a946b70c83579fce6f0c91f9aa0eb00c78/TrainGame/TrainGame/Form1.cs
C#	Metoda koja da li se vatra nalazi na vozu	mkovacevic-comment-145.txt	Jeruje/CS-zadaci	https://github.com/Jeruje/CS-zadaci/blob/d05424a946b70c83579fce6f0c91f9aa0eb00c78/TrainGame/TrainGame/Form1.cs
C#	KONSTRUKTOR KOJI SE KORISTI KAD SE KREIRA TIP MANIFESTACIJE IZ GLAVNOG PROZORA	mkovacevic-comment-146.txt	majak96/hci-mapa-manifestacija	https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs
C#	KONSTRUKTOR KOJI SE KORISTI KOD IZMENE TIPA MANIFESTACIJE	mkovacevic-comment-147.txt	majak96/hci-mapa-manifestacija	https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs
C#	DODAVANJE SLIKE TIPA MANIFESTACIJE	mkovacevic-comment-148.txt	majak96/hci-mapa-manifestacija	https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs
C#	POTVRDA I DODAVANJE IZMENA TIPA MANIFESTACIJE	mkovacevic-comment-149.txt	majak96/hci-mapa-manifestacija	https://github.com/majak96/hci-mapa-manifestacija/blob/4e4a142ebde3be371ec9d3913842f4f3d6a3cb11/MapaManifestacija/UnosTipa.xaml.cs
C#	Genericka klasa. T moze biti zamenjeno sa bilo kojim tipom. \n Moguce je navesti i vise tipova\n npr. public class Podaci T1, T2, T3	mkovacevic-comment-150.txt	MatfRS2/Vezbe-2020-2021	https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs
C#	prosiruju funkcionalost postojecih klasa dodavanjem novih metoda\n korisno za koriscenje kod vec postojecih .NET Core Framework klasa\n mora static	mkovacevic-comment-151.txt	MatfRS2/Vezbe-2020-2021	https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs
C#	Opcioni parametar mora na kraju	mkovacevic-comment-152.txt	MatfRS2/Vezbe-2020-2021	https://github.com/MatfRS2/Vezbe-2020-2021/blob/079e250405a72de1ed6a0df765a3d524922e3c67/vezbe.2020.2021./01_cas/Nutshell/Nutshell_uvod/Program.cs
C#	ovde sam dodao parametar i graf sam po sebi kako bih mogao da manipulisem s grafovima manuelno pesaci vozila taksi	mkovacevic-comment-153.txt	matf-pp/2020_Manhattan_project	https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Form1.cs
C#	Ovde sam modifikovao da dobijem i duzinu, zato imam tuple povratnu vrendost\n\n LUKA umesto da vraca tuple GmapRoute,double vracace List GmapMarker ,double listu markera sadrzanih u optimalnom putu\n ..treba mi zbog ispisivanja imena znamenitosti iznad markera ToolTextTip .	mkovacevic-comment-154.txt	matf-pp/2020_Manhattan_project	https://github.com/matf-pp/2020_Manhattan_project/blob/e2b60933b277947f8084029ef85609a3026ae4f3/ManhattanProject/WindowsFormsApp2/Graph.cs
C#	summary \n Iscrtavanje OpenGL kontrole.\n summary	mkovacevic-comment-155.txt	VladimirJovicic/racunarskaGrafikaFTN	https://github.com/VladimirJovicic/racunarskaGrafikaFTN/blob/c6c893f84522ebcc80478ed100ebf3ef6b71182a/AssimpSample/World.cs
C#	summary \n Implementacija IDisposable interfejsa.\n summary	mkovacevic-comment-156.txt	VladimirJovicic/racunarskaGrafikaFTN	https://github.com/VladimirJovicic/racunarskaGrafikaFTN/blob/c6c893f84522ebcc80478ed100ebf3ef6b71182a/AssimpSample/World.cs
C#	\n Klasa MyPalet \n Ima 5 atributa \n int x x pozicija\n int y y pozicija\n int w sirinu\n int h visinu\n Color myColor boju\n i konstruktor sa parametrima za sve atribute.\n \n	mkovacevic-comment-157.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija InsidePalet \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar PaletColor i ako se nalazi vraca ture,\n inace false.\n	mkovacevic-comment-158.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija UnutarDugmeta \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar Dugme i ako se nalazi vraca ture,\n inace false.\n \n	mkovacevic-comment-159.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija NacrtajDugme \n Ima 2 parametra \n bool neselektovano true ako je dugme neselektovano ako je selektovano false\n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme i nema povratnu vrednosts.\n	mkovacevic-comment-160.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija incVrednost \n Ako atribut vrednost ima vrednost manju od 40 povecavamo ga za 4.\n	mkovacevic-comment-161.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija decVrednost \n Ako atribut vrednost ima vrednost vecu od 4 smanjimo ga za 4.\n	mkovacevic-comment-162.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija UnutarDugmeta \n Ima 2 parametra \n int x pozicija x\n int y pozicija y\n Graphics g Graphics kojom crtamo dugme\n Funkcia ispituje da li se tacka na poziciji x, y nalazi unutar Dugme i ako se nalazi i ako je\n pogodjeno manje poziva funkciju decVrednost, ako je pogodjeno vece poziva funkciju incVrednost\n pa onde crta dugme i vraca int vrednost.\n	mkovacevic-comment-163.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija NacrtajDugme \n Ima 1 parametra \n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme neselektovano i nema povratnu vrednosts.\n	mkovacevic-comment-164.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	\n Funkcija NacrtajSelektovanoVeceDugme \n Ima 1 parametra \n Graphics graphics Graphics kojom crtamo dugme\n Funkcia crta dugme ali selektovano veve dugme i nema povratnu vrednosts.\n	mkovacevic-comment-165.txt	ljsimin/gimii	https://github.com/ljsimin/gimii/blob/b35fa84673cdd9cdcabbbf9f0079d8533c40f2b7/VRWiiPaint/VRWiiPaint/PaletColor.cs
C#	summary \n Metoda koja traži dohvaćanje podataka od metode upisiNovogKorisnika iz DAL sloja\n summary	mkovacevic-comment-166.txt	ffaletar/RentACar	https://github.com/ffaletar/RentACar/blob/05efca3cb4da5c71ff12dec275d020c31f185cad/Projekt/Projekt%20RentACar%20v2/RentACar.BL/Korisnik.cs
C#	summary \n Metoda koja traži dohvaćanje podataka od metode DohvatiMojeRezervacije iz DAL sloja\n summary \n param name id param \n returns returns \n	mkovacevic-comment-167.txt	ffaletar/RentACar	https://github.com/ffaletar/RentACar/blob/05efca3cb4da5c71ff12dec275d020c31f185cad/Projekt/Projekt%20RentACar%20v2/RentACar.BL/Rezervacija.cs
C#	Repozitorij klasa koja služi kao posrednik između baze podataka i ostatka aplikacije	mkovacevic-comment-168.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Metoda koja vraća listu dronova koji su spremljeni u bazi	mkovacevic-comment-169.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Metoda koja ažurira korisnikovu statistiku u skladu s novim letom	mkovacevic-comment-170.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Metoda koja vraća korisnikove spremljene letove	mkovacevic-comment-171.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Metoda koja mijenja korisnikov izbor za pokazivanje leta ostalim korisnicima	mkovacevic-comment-172.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Metoda koja dohvaca podatke o dronu na temelju imena drona	mkovacevic-comment-173.txt	ROkoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/LiftOffRepo.cs
C#	Repozitorij klasa za manipuliranje bazom podataka korisnickih racuna	mkovacevic-comment-174.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs
C#	Metoda za pronalazak korisnika medu registriranim	mkovacevic-comment-175.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs
C#	Metoda za registriranje korisnickog racuna u bazu	mkovacevic-comment-176.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/Repos/AuthRepo.cs
C#	Klasa zadužena za početnu inicijalizaciju baze podataka	mkovacevic-comment-177.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/LiftOffDatabaseInitialization.cs
C#	Klasa zadužena za direktnu komunikaciju s bazom podataka	mkovacevic-comment-178.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Data/LiftOffContext.cs
C#	logiranje korisnika, odnosno nabavljanje tokena	mkovacevic-comment-179.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/App_Start/SimpleAuthorizationServerProvider.cs
C#	Konfiguracija http ruta	mkovacevic-comment-180.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/App_Start/WebApiConfig.cs
C#	Controller zadužen za funkcionalnosti vezane specifično uz korisnikov račun	mkovacevic-comment-181.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs
C#	Ruta koja korisniku vraća njegove trenutne statistike	mkovacevic-comment-182.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs
C#	Slijepa ruta za provjeravanje validnosti tokena	mkovacevic-comment-183.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AccountController.cs
C#	Ruta za pribavljanje FlySafe procjene metodom i u formatu prikladan Alexi	mkovacevic-comment-184.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AlexaController.cs
C#	Controller za funkcionalnosti Amazon Alexae, jos u procesu prosiravanja	mkovacevic-comment-185.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/AlexaController.cs
C#	Ruta koja dohvaca FlySafe rating za vrijeme i lokaciju bez odredenog drona	mkovacevic-comment-186.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/FlySafeController.cs
C#	Ruta za dohvacanje potrebnih podataka o mobilnom uredaju za spajanje na smartwatchu	mkovacevic-comment-187.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/SmartwatchController.cs
C#	Controller zaduzen za spotfinder funkcionalnost	mkovacevic-comment-188.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Controllers/SpotfinderController.cs
C#	Klasa za procese usko vezane uz Alexu	mkovacevic-comment-189.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Logic/Alexa/Alexa.cs
C#	Funkcija koja vraća korisnikovo najdraže vrijeme doba dana iz enumeracije TimeOfDay leta	mkovacevic-comment-190.txt	RokoRad/LiftOff	https://github.com/RokoRad/LiftOff/blob/3237771050570292827c35ac6f50719945d689e1/LiftOff.API/Logic/Statistics/StatisticsCalculator.cs
C#	summary \n Metoda kojom se pokrece rasporedjivanje\n summary	mkovacevic-comment-191.txt	DjordjeCvijic/OposZadaci2020	https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs
C#	summary \n Metoda kojom se vrsi postavljanje resursa i potrebnih parametara za izvrsavanje zadatka na nekoj niti.\n summary \n param name thread param \n param name resursStatus param \n param name taskStatus param \n param name task param	mkovacevic-comment-192.txt	DjordjeCvijic/OposZadaci2020	https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs
C#	summary \n Metoda koja provjerava da li su sve niti u threadPool u pokrenute.\n summary	mkovacevic-comment-193.txt	DjordjeCvijic/OposZadaci2020	https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs
C#	summary \n Metoda koja provjerava da li su sve niti u threadPool u pokrenute.\n summary \n	mkovacevic-comment-194.txt	DjordjeCvijic/OposZadaci2020	https://github.com/DjordjeCvijic/OposZadaci2020/blob/b2b9eda3f715be8b7ceea9dd0ecc6113c40b2f2e/Zadatak%201-Rasporedjivac/ClassLibrary1/SchedulersAPI.cs
C#	summary \n Metoda koja brise selektovanu kategoriju iz baze podataka i redirektuje nas na pogled sa listom kategorija.\n summary \n param name id param \n returns returns	mkovacevic-comment-195.txt	moma92/ZavrsniProjekatSaloni	https://github.com/moma92/ZavrsniProjekatSaloni/blob/408429981ffa3c3926d995694b269c5291e2dc02/ZavrsniProjekatSaloni/Controllers/CategoriesController.cs
C#	summary \n Metoda koja služi za učitavanje podataka iz datoteke osoba\n summary \n param name args param	mkovacevic-comment-196.txt	mmacinkov/Design-patterns	https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs
C#	summary \n Metoda koja služi za dohvat putanje datoteke osoba\n summary \n param name args param \n returns Vraća putanju returns	mkovacevic-comment-197.txt	mmacinkov/Design-patterns	https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs
C#	summary \n Metoda koja služi za dohvaćanje ispravno unesenih osoba, redaka\n summary \n param name nizRedaka param \n param name splitter param \n returns Vraća listu ispravnih podataka returns	mkovacevic-comment-198.txt	mmacinkov/Design-patterns	https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/OsobeTXT.cs
C#	summary \n Metoda koja služi za učitavanje podataka iz datoteke lokacija\n summary \n param name args param	mkovacevic-comment-199.txt	mmacinkov/Design-patterns	https://github.com/mmacinkov/Design-patterns/blob/d33b2791054ce02d97ee63c685a9d662c603e209/mmacinkov_zadaca_3/UcitavanjeDatoteka/LokacijeTXT.cs
C#	summary \n Metoda u kojoj se provjerava ispravnost unesenih korisničkih podataka spajanjem na bazu podataka\n summary \n param name sender param \n param name e param	mkovacevic-comment-200.txt		
C#	summary \n Metoda koja čini unesenu lozinku čitljivim nizom znakova\n summary \n param name sender param \n param name e param	mkovacevic-comment-201.txt	foivz/RepositoryTeam25	https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop/DesingPi/frmPrijava.xaml.cs
C#	summary \n Metoda za filtiranje registracija. U sljedećem tjednu, mjesecu \n summary \n param name podatak param \n returns Listu vozila returns	mkovacevic-comment-202.txt	foivz/RepositoryTeam25	https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs
C#	summary \n Metoda za filtiranje godišnjih odmora prema odabranom datumu sa kalendara.\n summary \n param name datum daum po kojem se filtira param \n returns Listu godišnjih odmora na zadani datum returns	mkovacevic-comment-203.txt	foivz/RepositoryTeam25	https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs
C#	summary \n Metoda koja ispisuje zaposlenike koji nisu na godišnjem odmoru i vozače koji nisu na\n putnom radnom listu. Metoda radi na isti princip kao i za slobodna vozila.\n summary \n returns returns	mkovacevic-comment-204.txt	foivz/RepositoryTeam25	https://github.com/foivz/RepositoryTeam25/blob/b79ebfc2e8478b139fc27785cee8585f7d4e2e4d/Projekt/TrApp_desktop_dizajn/DesingPi/TrAppController.cs
C#	summary \n Klasa koja sadrži metode za enkripciju i dekriptiranje sadržaja pomoću DES algoritma\n summary	mkovacevic-comment-205.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs
C#	summary \n Metoda koja enkriptira sadržaj na temelju ključa i inicijalizacijskoga vektora\n summary \n param name dataToEncrypt param \n returns returns \n	mkovacevic-comment-206.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs
C#	summary \n Metoda koja dekriptira sadržaj na temelju ključa i inicijalizacijskoga vektora\n summary \n param name dataToDecrypt param \n returns returns	mkovacevic-comment-207.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs
C#	summary \n Override metoda koja generira pripadajući ključ i inicjalizacijski vektor odgovarajuće veličine\n summary	mkovacevic-comment-208.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TripleDesEnkripcija.cs
C#	nan	mkovacevic-comment-209.txt		
C#	summary \n Generira se nasumični broj koji je jedinstven važno u generiranju inicjalizacijskih vektora i ključeva enkripcije \n summary \n param name length param \n returns returns	mkovacevic-comment-210.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Enkripcija.cs
C#	summary \n Generiranje javnoga i privatnoga ključa za rsa enkripciju\n summary	mkovacevic-comment-211.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Enkripcija.cs
C#	summary \n Metoda koja dohvaća privatni ključ iz baze podataka na temelju prijavljenoga korisnika\n summary \n param name username param \n returns returns	mkovacevic-comment-212.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaDekriptiranaPoruka.cs
C#	summary \n Metoda koja ispisuje odgovarajuću poruku kada se datoteka šalje na dropbox server\n summary \n param name status param	mkovacevic-comment-213.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs
C#	summary \n Metoda koja ispisuje odgovarajuću poruku kada se datoteka preuzima ili briše sa dropbox servera\n summary \n param name status param	mkovacevic-comment-214.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs
C#	summary \n Metoda koja dohvaća korisnike aplikacije kako bi im se mogla poslati datoteka\n summary	mkovacevic-comment-215.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs
C#	summary \n Event handler koji se aktivira kada se promijeni tab na formi, tj aktivira se tab za pregled datoteka\n summary \n param name sender param \n param name e param	mkovacevic-comment-216.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/FormaRazmjenaDatoteka.cs
C#	summary \n Event handler koji se aktivira prilikom promjene algoritma enkripcije mijenja labele na formi i čisti kontrole\n summary \n param name sender param \n param name e param	mkovacevic-comment-217.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/LokalnaEnkripcija.cs
C#	summary \n Klasa koja prefstavlja TCP klijenta sadrži metode za slanje podataka prema serveru i primanje podataka sa servera\n summary \n	mkovacevic-comment-218.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs
C#	summary \n Metoda koja šalje serveru objekt taj objekt serijalizira u json te ga zapisuje na stream sa kojega server\n može pročitati podatke.\n summary \n param name objekt param \n param name tipPoruke param	mkovacevic-comment-219.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs
C#	summary \n Metoda koja prima json od servera u chunkovima te konsturira kompletnu poruku sve dok su podaci na streamu dohvatljivi.\n Deserijalizira json u odgovarajući podatkovni objekt.\n summary \n returns returns	mkovacevic-comment-220.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs
C#	summary \n Metoda koja zatvara otvoreni socket između klijenta i servera\n summary	mkovacevic-comment-221.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/TcpKlijent.cs
C#	summary \n Metoda koja računa veličinu datoteke iz bajtova\n summary \n param name len param	mkovacevic-comment-222.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/Datoteka.cs
C#	summary \n Klasa koja sadrži metode za enkripciju i dekriptiranje sadržaja pomoću AES algoritma\n summary	mkovacevic-comment-223.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs
C#	summary \n Metoda koja enkriptira sadržaj na temelju ključa i inicijalizacijskoga vekrota\n summary \n param name dataToEncrypt param \n returns returns	mkovacevic-comment-224.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs
C#	summary \n Metoda koja dekriptira sadržaj na temelju ključa i inicijalizacijskoga vekrota\n summary \n param name data param \n returns returns	mkovacevic-comemnt-225.txt	foivz/r16003	https://github.com/foivz/r16003/blob/a772a8a7ee0a5da227257216ecc675c48e3699c1/CryptoNew/CryptoNew/AesEnkripcija.cs
